Zone Name,Ward No.,School UDISE ID,School Name & ID,School Inspector's Name,Last Data Date,Total Enrolment (Last),Max Enrolment,Max Enrolment Date,Max Present,Max Present Date,With Account,Without Account,With Aadhaar,Without Aadhaar,Aadhaar Linked Account,New Admission (This month),New Admission (This session),DBT Received (Student),DBT Received (Parent),Received By (Student + Parent)
Civil Lines,8,07020400602,MUKUND PUR (GIRLS)-1253030,RAVINDER PRATAP SINGH,,1119,1126,2025-11-09,1051,,987,132,1118,1,987,20,335,0,0,0
Civil Lines,9,07020400603,SANT NAGAR (BOYS)-1253411,RAVINDER PRATAP SINGH,,484,485,2025-12-09,435,,329,155,425,59,325,4,147,0,0,0
Civil Lines,9,07020400701,BURARI (BOYS)-1253025,RAVINDER PRATAP SINGH,,811,814,,730,,755,56,762,49,755,9,287,0,0,0
Civil Lines,6,07020400702,BURARI (GIRLS)-1253026,RAVINDER PRATAP SINGH,,566,568,,532,,494,72,561,5,494,14,157,0,0,0
Civil Lines,7,07020400703,NATHU PURA (BOYS)-1253024,RAVINDER PRATAP SINGH,,351,354,2025-01-09,323,,305,46,311,40,305,5,121,0,0,0
Civil Lines,7,07020400704,NATHU PURA (GIRLS)-1253023,RAVINDER PRATAP SINGH,,558,564,2025-08-09,526,,492,66,551,7,492,8,171,0,0,0
Civil Lines,7,07020400705,IBRAHIM PUR (BOYS)-1253022,RAVINDER PRATAP SINGH,,346,347,,313,,292,54,323,23,292,10,115,0,0,0
Civil Lines,7,07020400706,IBRAHIM PUR (GIRLS)-1253021,RAVINDER PRATAP SINGH,,476,476,2025-10-09,463,,393,83,460,16,393,12,160,0,0,0
Civil Lines,9,07020400801,SANT NAGAR (GIRLS)-1253027,RAVINDER PRATAP SINGH,,1057,1074,2025-12-09,1002,,905,152,951,106,905,15,380,0,0,0
Civil Lines,10,07020400802,JAGAT PUR (CO-ED)-1253039,RAVINDER PRATAP SINGH,,494,496,,421,,380,114,452,42,380,20,117,0,0,0
Civil Lines,10,07020400804,JHARODA MAZRA (BOYS)-1253029,RAVINDER PRATAP SINGH,,708,714,2025-12-09,639,,541,167,665,43,541,13,217,0,0,0
Civil Lines,10,07020400805,JHARODA MAZRA (GIRLS)-1253028,RAVINDER PRATAP SINGH,,1057,1057,,972,,834,223,966,91,834,17,316,0,0,0
Civil Lines,12,07020400901,GHANTA GHAR (CO-ED)-1253174,RAVINDER PRATAP SINGH,,68,68,,60,,55,13,61,7,55,2,15,0,0,0
Civil Lines,12,07020400902,MEETHA KUWA (CO-ED)-1253177,RAVINDER PRATAP SINGH,,98,101,2025-01-09,88,,65,33,80,18,65,1,31,0,0,0
Civil Lines,12,07020400908,ARYA PURA (CO-ED)-1253170,RAVINDER PRATAP SINGH,,138,138,,129,,116,22,132,6,116,2,26,0,0,0
Civil Lines,12,07020400909,KABIR BASTI (CO-ED)-1253079,RAVINDER PRATAP SINGH,,178,189,2025-01-09,146,,143,35,155,23,140,2,54,0,0,0
Civil Lines,12,07020400910,MALKA GANJ (Co-Ed)-1253078,RAVINDER PRATAP SINGH,,114,118,2025-10-09,91,,70,44,80,34,70,5,46,0,0,0
Civil Lines,12,07020400911,NEHRU KUTIYA (CO-ED)-1253077,RAVINDER PRATAP SINGH,,371,376,,356,,339,32,357,14,336,6,103,0,0,0
Civil Lines,11,07020401002,WAZIRABAD WATER WORKS (CO-ED)-1253088,RAVINDER PRATAP SINGH,,302,303,,284,,286,16,298,4,286,6,82,0,0,0
Civil Lines,11,07020401003,WAZIRABAD VILLAGE (GIRLS)-1253086,RAVINDER PRATAP SINGH,,567,567,,509,,520,47,545,22,520,35,172,0,0,0
Civil Lines,11,07020401004,LANCERS ROAD (CO-ED)-1253084,RAVINDER PRATAP SINGH,,222,226,2025-01-09,207,,192,30,212,10,192,0,48,0,0,0
Civil Lines,11,07020401006,TIMAR PUR (CO-ED)-1253082,RAVINDER PRATAP SINGH,,287,288,2025-10-09,266,,234,53,266,21,234,3,85,0,0,0
Civil Lines,11,07020401007,WAZIRABAD VILLAGE (BOYS)-1253404,RAVINDER PRATAP SINGH,,427,427,,366,,367,60,396,31,367,13,138,0,0,0
Civil Lines,11,07020401101,NEHRU VIHAR (BOYS)-1253081,RAVINDER PRATAP SINGH,,273,273,,252,,264,9,269,4,264,1,89,0,0,0
Civil Lines,11,07020401102,NEHRU VIHAR (GIRLS)-1253080,RAVINDER PRATAP SINGH,,289,292,2025-04-09,277,,270,19,287,2,270,1,82,0,0,0
Civil Lines,11,07020401108,GOPAL PUR VILLAGE (CO-ED)-1253087,RAVINDER PRATAP SINGH,,235,248,2025-01-09,230,,208,27,229,6,208,0,58,0,0,0
Keshavpuram,69,07020406901,BIRLA LINE KAMLA NAGAR (CO-ED)-2161405,SITA RAM MEENA,,143,143,,126,,110,33,106,37,94,11,54,0,0,0
Keshavpuram,69,07020406902,KAMLA NAGAR DOUBLE STOREY (CO-ED)-2161406,SITA RAM MEENA,,134,143,2025-01-09,105,,102,32,102,32,91,0,45,0,0,0
Keshavpuram,69,07020406903,KAMLA NAGAR E-BLOCK (CO-ED)-2161407,SITA RAM MEENA,,145,148,2025-01-09,142,,112,33,104,41,98,0,38,0,0,0
Keshavpuram,69,07020406904,SHAKTI NAGAR BLOCK 37 (GIRLS)-2161408,SITA RAM MEENA,,95,97,2025-01-09,89,,95,0,95,0,95,0,3,0,0,0
Keshavpuram,69,07020406907,NEW CHANDRAWAL (CO-ED)-2161411,SITA RAM MEENA,,154,156,2025-01-09,147,,151,3,146,8,139,0,31,0,0,0
Keshavpuram,69,07020406908,SINDHORA KALAN (CO-ED)-2161418,SITA RAM MEENA,,112,112,2025-02-09,97,,82,30,92,20,82,1,34,0,0,0
Keshavpuram,69,07020406909,SHRI BACHCHUMAL KAMLA NAGAR (CO-ED)-2161436,SITA RAM MEENA,,165,165,2025-11-09,151,,134,31,158,7,134,4,51,0,0,0
Keshavpuram,69,07020406910,MANDELIYA ROAD KAMLA NAGAR (CO-ED)-2161437,SITA RAM MEENA,,127,128,2025-01-09,124,,96,31,95,32,92,2,26,0,0,0
Keshavpuram,69,07020407001,ROOP NAGAR (CO-ED)-1253137,SITA RAM MEENA,,308,308,2025-01-09,285,,303,5,308,0,303,2,45,0,0,0
City-SP,70,07020407301,GULABI BAGH (CO-ED)-2161045,OM PRAKASH MEENA,,211,216,2025-01-09,201,,195,16,188,23,188,4,34,0,0,0
City-SP,70,07020407303,SHASTRI NAGAR A-BLOCK (GIRLS)-2161412,OM PRAKASH MEENA,,155,157,2025-01-09,136,,133,22,141,14,0,1,32,0,0,0
City-SP,70,07020407304,SHASTRI NAGAR L-BLOCK (CO-ED)-2161413,OM PRAKASH MEENA,,183,186,2025-01-09,173,,175,8,182,1,175,2,35,0,0,0
City-SP,70,07020407305,LALITA BLOCK (CO-ED)-2161414,OM PRAKASH MEENA,,497,500,2025-11-09,416,,359,138,468,29,359,21,184,0,0,0
City-SP,70,07020407307,NIMRI VILLAGE (CO-ED)-2161416,OM PRAKASH MEENA,,311,316,,294,,306,5,308,3,306,2,79,0,0,0
City-SP,70,07020407308,SHASTRI NAGAR E-BLOCK (CO-ED)-2161417,OM PRAKASH MEENA,,184,184,2025-01-09,170,,171,13,179,5,171,3,60,0,0,0
City-SP,70,07020407309,SHASTRI NAGAR A-BLOCK (BOYS)-2161438,OM PRAKASH MEENA,,107,116,2025-10-09,104,,100,7,106,1,100,1,24,0,0,0
City-SP,71,07020407401,HARIJAN BASTI (GIRLS)-2160065,OM PRAKASH MEENA,,171,174,2025-01-09,157,,154,17,165,6,154,3,56,0,0,0
City-SP,71,07020407402,HARIJAN BASTI (BOYS)-2160066,OM PRAKASH MEENA,,141,148,2025-01-09,141,,132,9,141,0,132,0,39,0,0,0
City-SP,70,07020407404,TULSI NAGAR (GIRLS)-2160314,OM PRAKASH MEENA,,249,262,2025-01-09,230,,243,6,249,0,243,0,74,0,0,0
City-SP,70,07020407405,TULSI NAGAR (BOYS)-2160315,OM PRAKASH MEENA,,247,247,,225,,209,38,239,8,209,6,73,0,0,0
City-SP,70,07020407406,INDER LOK (GIRLS)-2160316,OM PRAKASH MEENA,,265,281,,221,,240,25,265,0,240,5,47,0,0,0
City-SP,70,07020407407,INDER LOK (BOYS)-2160317,OM PRAKASH MEENA,,244,266,2025-01-09,198,,224,20,234,10,224,0,49,0,0,0
City-SP,70,07020407408,ANAND NAGAR (GIRLS)-2160318,OM PRAKASH MEENA,,281,290,2025-01-09,269,,279,2,280,1,279,1,79,0,0,0
City-SP,70,07020407409,ANAND NAGAR (BOYS)-2160319,OM PRAKASH MEENA,,211,227,2025-01-09,189,,211,0,211,0,211,0,40,0,0,0
City-SP,70,07020407410,SUBHDARA COLONY (GIRLS)-2160320,OM PRAKASH MEENA,,190,193,2025-01-09,181,,174,16,175,15,174,2,58,0,0,0
City-SP,70,07020407411,SUBHDARA COLONY (BOYS)-2160321,OM PRAKASH MEENA,,135,135,2025-03-09,112,,104,31,118,17,104,1,33,0,0,0
City-SP,70,07020407412,BASTI SARAI (GIRLS)-2160322,OM PRAKASH MEENA,,239,248,2025-10-09,202,,234,5,236,3,234,3,53,0,0,0
City-SP,70,07020407413,BASTI SARAI (BOYS)-2160323,OM PRAKASH MEENA,,194,197,2025-01-09,190,,190,4,194,0,190,0,54,0,0,0
Karol Bagh,83,07020407501,66 A DCM NEW ROHTAK ROAD (CO-ED)-2160042,SADHANA MEENA,,187,197,2025-01-09,172,,170,17,144,43,115,4,47,0,0,0
Karol Bagh,83,07020407502,GUASHALA ROAD DCM KISHAN GANJ (CO-ED)-2160051,SADHANA MEENA,,316,321,2025-01-09,275,,297,19,279,37,279,3,103,0,0,0
City-SP,72,07020407503,KHARIA MOHALLA (CO-ED)-2161044,OM PRAKASH MEENA,,125,133,2025-12-09,106,,112,13,116,9,112,2,25,0,0,0
City-SP,72,07020407504,PRATAP NAGAR (CO-ED)-2161047,OM PRAKASH MEENA,,221,228,2025-01-09,206,,190,31,204,17,185,2,51,0,0,0
City-SP,71,07020407507,CHANDER SHEKHAR AZAD COLONY (CO-ED)-2161420,OM PRAKASH MEENA,,161,161,2025-11-09,155,,133,28,144,17,133,2,48,0,0,0
City-SP,71,07020407508,MOTI BAGH (CO-ED)-2161421,OM PRAKASH MEENA,,63,69,2025-02-09,59,,56,7,58,5,55,1,17,0,0,0
City-SP,71,07020407509,JAI RANI BAGH PADAM NAGAR (CO-ED)-2161422,OM PRAKASH MEENA,,1027,1034,2025-01-09,931,,899,128,995,32,899,8,240,0,0,0
City-SP,71,07020407510,BAGH KARE KHAN (CO-ED)-2161423,OM PRAKASH MEENA,,315,328,2025-01-09,287,,250,65,276,39,250,5,70,0,0,0
City-SP,71,07020407511,NAI BASTI KISHAN GANJ (co-ED)-2161424,OM PRAKASH MEENA,,215,217,,180,,170,45,180,35,170,5,43,0,0,0
City-SP,71,07020407514,RAILWAY COLONY KISHAN GANJ (CO-ED)-2161427,OM PRAKASH MEENA,,125,125,2025-12-09,90,,84,41,91,34,84,12,29,0,0,0
City-SP,72,07020407602,DEPUTY GANJ (BOYS)-2161051,OM PRAKASH MEENA,,138,150,2025-01-09,138,,114,24,131,7,114,5,44,0,0,0
City-SP,72,07020407603,DEPUTY GANJ (CO-ED)-2161052,OM PRAKASH MEENA,,125,126,2025-01-09,111,,117,8,121,4,117,0,27,0,0,0
City-SP,72,07020407604,GALI NATHAN SINGH (CO-ED)-2161053,OM PRAKASH MEENA,,176,178,2025-01-09,176,,150,26,176,0,150,1,59,0,0,0
City-SP,72,07020407606,BARA HINDU RAO (CO-ED)-2161055,OM PRAKASH MEENA,,267,282,2025-04-09,258,,241,26,252,15,241,2,52,0,0,0
City-SP,72,07020407607,BERI WALA BAGH (CO-ED)-2161056,OM PRAKASH MEENA,,109,111,2025-01-09,95,,71,38,82,27,71,2,33,0,0,0
City-SP,72,07020407608,ANARKALI (CO-ED)-2161057,OM PRAKASH MEENA,,70,71,2025-12-09,69,,58,12,65,5,58,7,28,0,0,0
City-SP,72,07020407610,ROSHANARA ROAD (CO-ED)-2161059,OM PRAKASH MEENA,,66,72,2025-08-09,61,2025-12-09,54,12,54,12,54,0,18,0,0,0
City-SP,73,07020407701,KHYBER PASS (CO-ED)-1253074,OM PRAKASH MEENA,,297,313,2025-09-09,258,,224,73,243,54,224,2,84,0,0,0
City-SP,73,07020407702,WATER WORKS (CO-ED)-1253073,OM PRAKASH MEENA,,135,138,2025-01-09,119,,72,63,76,59,65,3,47,0,0,0
City-SP,74,07020407703,HAMILTON ROAD (CO-ED)-1253068,OM PRAKASH MEENA,,96,98,2025-01-09,89,,90,6,93,3,90,0,18,0,0,0
City-SP,74,07020407704,KASHMERE GATE (CO-ED)-1253065,OM PRAKASH MEENA,,106,118,2025-11-09,103,,62,44,71,35,62,2,38,0,0,0
City-SP,73,07020407801,NAWAB GANJ (CO-ED)-1253071,OM PRAKASH MEENA,,134,155,2025-04-09,117,,110,24,120,14,110,1,38,0,0,0
City-SP,73,07020407802,ARUNA NAGAR (BOYS)-1253145,OM PRAKASH MEENA,,195,202,2025-03-09,166,,122,73,163,32,122,5,62,0,0,0
City-SP,73,07020407803,ARUNA NAGAR (GIRLS)-1253144,OM PRAKASH MEENA,,378,391,2025-06-09,334,,237,141,255,123,237,4,136,0,0,0
City-SP,73,07020407804,LUDLOW CASTLE (CO-ED)-1253072,OM PRAKASH MEENA,,252,254,2025-12-09,239,,248,4,252,0,248,2,60,0,0,0
City-SP,74,07020408001,LAL QUILA (CO-ED)-2162028,OM PRAKASH MEENA,,101,114,2025-12-09,89,,71,30,85,16,71,4,40,0,0,0
City-SP,74,07020408002,SUSHILA MOHAN MARG (CO-ED)-2162060,OM PRAKASH MEENA,,208,234,,176,,195,13,195,13,195,8,78,0,0,0
City-SP,74,07020408005,SUNDER NANHI DARIBA (CO-ED)-2162070,OM PRAKASH MEENA,,191,192,2025-03-09,152,,110,81,91,100,85,1,50,0,0,0
City-SP,74,07020408007,KUCHA MOHATTER KHAN (CO-ED)-2162075,OM PRAKASH MEENA,,251,261,2025-09-09,238,,194,57,200,51,193,3,61,0,0,0
City-SP,79,07020408502,LAHORI GATE (CO-ED)-2161429,OM PRAKASH MEENA,,95,97,2025-11-09,84,,73,22,80,15,73,1,26,0,0,0
City-SP,81,07020408503,SADAR BAZAR (CO-ED)-2161430,OM PRAKASH MEENA,,160,164,2025-01-09,160,,151,9,154,6,151,0,55,0,0,0
Keshavpuram,69,07020408701,PREM NAGAR SHAKTI NAGAR (CO-ED)-2161419,SITA RAM MEENA,,174,176,2025-06-09,158,,152,22,167,7,152,2,42,0,0,0
City-SP,80,07020408801,KADAM SHARIF (GIRLS)-2161066,OM PRAKASH MEENA,,204,228,2025-09-09,179,,141,63,185,19,141,6,75,0,0,0
City-SP,80,07020408802,KADAM SHARIF (BOYS)-2161067,OM PRAKASH MEENA,,192,192,2025-11-09,160,,109,83,164,28,109,3,90,0,0,0
City-SP,80,07020408803,IDGAH ROAD OLD (CO-ED)-2161070,OM PRAKASH MEENA,,283,297,2025-01-09,234,,212,71,261,22,212,0,85,0,0,0
City-SP,81,07020408806,MODEL BASTI (BOYS)-2161082,OM PRAKASH MEENA,,228,251,2025-01-09,217,,203,25,220,8,203,8,69,0,0,0
City-SP,81,07020408807,BASTI HARPHOOL SINGH (GIRLS)-2161402,OM PRAKASH MEENA,,162,175,2025-01-09,138,,120,42,152,10,119,0,40,0,0,0
City-SP,81,07020408808,BASTI HARPHOOL SINGH (BOYS)-2161431,OM PRAKASH MEENA,,203,203,,195,,148,55,188,15,148,2,60,0,0,0
City-SP,81,07020408809,PAHARI DHIRAJ (CO-ED)-2161432,OM PRAKASH MEENA,,341,346,2025-01-09,340,,339,2,341,0,339,1,106,0,0,0
City-SP,81,07020408810,BASTI CHAMELIYAN (CO-ED)-2161433,OM PRAKASH MEENA,,135,160,2025-01-09,121,,110,25,134,1,110,0,45,0,0,0
Karol Bagh,83,07020408811,MODEL BASTI (CO-ED)-2161434,SADHANA MEENA,,151,151,,125,,142,9,131,20,110,2,47,0,0,0
City-SP,81,07020408812,AHATA KIDARA (GIRLS)-2161435,OM PRAKASH MEENA,,165,165,2025-03-09,165,,141,24,158,7,141,3,52,0,0,0
Karol Bagh,83,07020409003,KATRA CHAJJU PANDIT EAST PARK ROAD (CO-ED)-2161078,SADHANA MEENA,,202,208,2025-01-09,185,,192,10,188,14,160,0,59,0,0,0
Karol Bagh,83,07020409005,DORIWALAN BAGH RAO JI KISHAN GANJ (CO-ED)-2161081,SADHANA MEENA,,191,191,2025-06-09,186,,191,0,158,33,158,3,64,0,0,0
City-SP,74,07020508001,SH S S JAIN KANYA PATHSHALA -CO-ED-2162102,OM PRAKASH MEENA,,102,104,,97,,41,61,76,26,41,4,40,0,0,0
City-SP,81,07020508501,GURU NANAK PRIMARY (CO-ED)-2161443,OM PRAKASH MEENA,,87,89,2025-01-09,87,,71,16,86,1,71,0,31,0,0,0
Shahdara North,217,07030424001,OLD SEEMAPURI URDU (BOYS)-1152067,DHRUV SHAH,,685,689,2025-04-09,672,,663,22,685,0,663,10,214,0,0,0
Shahdara North,217,07030424002,OLD SEEMAPURI URDU (GIRLS)-1152066,DHRUV SHAH,,1218,1257,2025-08-09,1211,,1208,10,1215,3,1208,44,297,0,0,0
Shahdara North,217,07030424003,DILSHAD COLONY (BOYS)-1152065,DHRUV SHAH,,460,470,2025-01-09,428,,450,10,460,0,450,1,116,0,0,0
Shahdara North,217,07030424004,DILSHAD COLONY (GIRLS)-1152064,DHRUV SHAH,,757,775,2025-02-09,705,,725,32,750,7,725,5,192,0,0,0
Shahdara North,217,07030424005,OLD SEEMAPURI HINDI (BOYS)-1152063,DHRUV SHAH,,1197,1200,2025-01-09,1119,,1190,7,1193,4,1190,4,317,0,0,0
Shahdara North,217,07030424006,OLD SEEMAPURI HINDI (GIRLS)-1152062,DHRUV SHAH,,1064,1074,,996,,1058,6,1063,1,1058,13,312,0,0,0
Shahdara North,218,07030424007,DILSHAD COLONY A-(CO-ED)-1152583,PAWAN KHEDA,,727,733,2025-01-09,645,,679,48,718,9,679,3,133,0,0,0
Shahdara North,217,07030424101,DILSHAD GARDEN D-BLOCK (BOYS)-1152526,DHRUV SHAH,,256,256,2025-12-09,224,,235,21,239,17,232,1,65,0,0,0
Shahdara North,219,07030424102,DILSHAD GARDEN O-BLOCK (BOYS)-1152004,PAWAN KHEDA,,423,427,2025-01-09,411,,423,0,423,0,423,3,117,0,0,0
Shahdara North,217,07030424103,DILSHAD GARDEN D-BLOCK (GIRLS)-1152525,DHRUV SHAH,,414,415,2025-04-09,342,,358,56,388,26,358,3,90,0,0,0
Shahdara North,217,07030424104,DILSHAD GARDEN A-BLOCK (CO-ED)-1152523,DHRUV SHAH,,474,478,2025-03-09,425,,446,28,468,6,446,2,125,0,0,0
Shahdara North,219,07030424105,DILSHAD GARDEN C (CO-ED)-1152532,PAWAN KHEDA,,207,207,,186,,198,9,201,6,180,1,39,0,0,0
Shahdara North,219,07030424107,NAND VIHAR (BOYS)-1152002,PAWAN KHEDA,,247,255,2025-01-09,235,,235,12,247,0,235,0,51,0,0,0
Shahdara North,219,07030424108,TAHIRPUR NO1 (CO-ED)-1152011,PAWAN KHEDA,,344,350,2025-01-09,279,,277,67,310,34,277,9,59,0,0,0
Shahdara North,219,07030424109,TAHIRPUR VILLAGE (BOYS)-1152010,PAWAN KHEDA,,263,284,2025-01-09,230,,240,23,252,11,240,2,77,0,0,0
Shahdara North,219,07030424110,TAHIRPUR VILLAGE (GIRLS)-1152009,PAWAN KHEDA,,299,300,2025-01-09,243,,294,5,294,5,294,0,82,0,0,0
Shahdara North,219,07030424111,DILSHAD GARDEN O-BLOCK (GIRLS)-1152003,PAWAN KHEDA,,645,645,,624,,644,1,645,0,644,5,133,0,0,0
Shahdara North,218,07030424201,NEW SEEMAPURI (BOYS)-1152069,PAWAN KHEDA,,657,660,,657,2025-09-09,654,3,657,0,654,7,120,0,0,0
Shahdara North,218,07030424302,NEW SEEMAPURI (GIRLS)-1152068,PAWAN KHEDA,,872,876,2025-08-09,831,,808,64,863,9,808,2,218,0,0,0
Shahdara North,218,07030424303,SUNDER NAGRI F1 (GIRLS)-1152060,PAWAN KHEDA,,392,396,2025-01-09,373,,344,48,382,10,344,0,86,0,0,0
Shahdara North,220,07030424304,NAND NAGRI B2 (BOYS)-1152019,DHRUV SHAH,,199,199,,197,,175,24,179,20,175,1,30,0,0,0
Shahdara North,218,07030424305,SUNDER NAGRI M-BLOCK (BOYS)-1152053,PAWAN KHEDA,,311,311,,283,,279,32,304,7,279,8,116,0,0,0
Shahdara North,218,07030424306,SUNDER NAGRI O-BLOCK (GIRLS)-1152050,PAWAN KHEDA,,461,463,2025-12-09,454,,441,20,461,0,441,20,86,0,0,0
Shahdara North,220,07030424308,NAND NAGRI D4 (CO-ED)-1152026,DHRUV SHAH,,385,392,2025-01-09,342,,307,78,344,41,302,1,66,0,0,0
Shahdara North,220,07030424310,NAND NAGRI D2 (CO-ED)-1152024,DHRUV SHAH,,419,428,2025-09-09,398,,375,44,398,21,375,3,81,0,0,0
Shahdara North,220,07030424312,NAND NAGRI B4 (CO-ED)-1152020,DHRUV SHAH,,263,267,2025-02-09,237,,230,33,243,20,229,8,33,0,0,0
Shahdara North,220,07030424313,NAND NAGRI B2 (GIRLS)-1152018,DHRUV SHAH,,251,257,,235,,219,32,248,3,219,0,50,0,0,0
Shahdara North,220,07030424315,NAND NAGRI A4 (CO-ED)-1152016,DHRUV SHAH,,170,172,2025-01-09,137,,144,26,170,0,144,0,31,0,0,0
Shahdara North,220,07030424316,NAND NAGRI A2 (CO-ED)-1152014,DHRUV SHAH,,248,252,2025-01-09,209,,188,60,218,30,188,8,49,0,0,0
Shahdara North,220,07030424317,NAND NAGRI E (BOYS)-1152013,DHRUV SHAH,,341,341,,326,,323,18,331,10,323,2,73,0,0,0
Shahdara North,219,07030424318,NAND VIHAR (GIRLS)-1152001,PAWAN KHEDA,,317,322,2025-01-09,287,,304,13,317,0,304,0,45,0,0,0
Shahdara North,218,07030424401,SUNDER NAGRI F1 (BOYS)-1152061,PAWAN KHEDA,,336,336,,307,,277,59,322,14,277,4,76,0,0,0
Shahdara North,218,07030424402,SUNDER NAGRI L-BLOCK (GIRLS)-1152059,PAWAN KHEDA,,422,423,2025-08-09,416,,410,12,422,0,410,11,74,0,0,0
Shahdara North,218,07030424403,SUNDER NAGRI L-BLOCK (BOYS)-1152058,PAWAN KHEDA,,331,331,,309,,317,14,330,1,317,3,73,0,0,0
Shahdara North,218,07030424404,SUNDER NAGRI I-BLOCK (BOYS)-1152057,PAWAN KHEDA,,287,290,2025-01-09,279,,253,34,273,14,253,2,87,0,0,0
Shahdara North,218,07030424405,SUNDER NAGRI I-BLOCK (GIRLS)-1152056,PAWAN KHEDA,,327,329,2025-01-09,307,,306,21,324,3,305,1,85,0,0,0
Shahdara North,218,07030424406,SUNDER NAGRI F2 (BOYS)-1152055,PAWAN KHEDA,,399,403,2025-01-09,357,,388,11,397,2,388,1,84,0,0,0
Shahdara North,218,07030424407,SUNDER NAGRI F2 (GIRLS)-1152054,PAWAN KHEDA,,540,543,,519,,512,28,530,10,512,5,113,0,0,0
Shahdara North,218,07030424408,SUNDER NAGRI M-BLOCK (GIRLS)-1152052,PAWAN KHEDA,,430,435,2025-01-09,413,,417,13,430,0,417,0,132,0,0,0
Shahdara North,218,07030424409,SUNDER NAGRI O-BLOCK (BOYS)-1152051,PAWAN KHEDA,,346,361,2025-01-09,326,,318,28,337,9,318,2,82,0,0,0
Shahdara North,220,07030424410,NAND NAGRI E (GIRLS)-1152012,DHRUV SHAH,,505,506,2025-01-09,483,,442,63,500,5,442,2,107,0,0,0
Shahdara North,219,07030424501,KHERA GT ROAD-(CO-ED)-1152008,PAWAN KHEDA,,230,230,,196,,217,13,228,2,217,0,44,0,0,0
Shahdara North,222,07030424503,JAGATPURI (CO-ED)-1152072,DHRUV SHAH,,240,244,2025-01-09,202,,213,27,222,18,213,1,53,0,0,0
Shahdara North,223,07030424505,BHAGWANPUR KHERA (CO-ED)-1152070,DHRUV SHAH,,204,204,2025-01-09,169,,159,45,165,39,156,0,51,0,0,0
Shahdara North,222,07030424506,NATHU COLONY-(CO-ED)-1152032,DHRUV SHAH,,274,277,2025-09-09,232,,243,31,246,28,233,5,52,0,0,0
Shahdara North,222,07030424507,NAND NAGRI C (BOYS)-1152023,DHRUV SHAH,,254,257,2025-01-09,247,,240,14,247,7,240,2,67,0,0,0
Shahdara North,222,07030424508,NAND NAGRI C (GIRLS)-1152022,DHRUV SHAH,,387,387,,362,,338,49,375,12,338,2,84,0,0,0
Shahdara North,221,07030424602,DDA FLAT LONI ROAD (GIRLS)-1152076,DHRUV SHAH,,482,482,,454,,481,1,480,2,480,5,131,0,0,0
Shahdara North,221,07030424603,ASHOK NAGAR (BOYS)-1152075,DHRUV SHAH,,217,217,2025-01-09,189,,181,36,209,8,181,6,81,0,0,0
Shahdara North,221,07030424604,ASHOK NAGAR (GIRLS)-1152074,DHRUV SHAH,,403,416,2025-01-09,394,,364,39,393,10,364,2,97,0,0,0
Shahdara North,222,07030424701,RAM NAGAR EXT (CO-ED)-1152197,DHRUV SHAH,,279,279,2025-09-09,273,,269,10,273,6,269,3,52,0,0,0
Shahdara North,222,07030424703,RAM NAGAR LONI ROAD (CO-ED)-1152195,DHRUV SHAH,,179,182,2025-01-09,160,,154,25,165,14,152,0,66,0,0,0
Shahdara North,222,07030424704,MANSAROVAR PARK (BOYS)-1152194,DHRUV SHAH,,219,223,2025-01-09,198,,180,39,177,42,177,10,62,0,0,0
Shahdara North,222,07030424705,MANSAROVAR PARK (GIRLS)-1152193,DHRUV SHAH,,267,268,2025-01-09,221,,181,86,214,53,178,5,75,0,0,0
Shahdara North,223,07030424706,SHAHDARA GT ROAD (CO-ED)-1152192,DHRUV SHAH,,223,223,,192,,213,10,223,0,213,5,37,0,0,0
Shahdara North,223,07030424708,CENTRAL ROHTASH NAGAR (CO-ED)-1152190,DHRUV SHAH,,113,114,2025-01-09,93,,84,29,91,22,84,0,51,0,0,0
Shahdara North,223,07030424709,EAST ROHTASH NAGAR-(CO-ED)-1152189,DHRUV SHAH,,223,228,2025-01-09,210,,207,16,216,7,207,4,41,0,0,0
Shahdara North,222,07030424711,MANSAROVAR PARK EAST (CO-ED)-1152185,DHRUV SHAH,,390,392,2025-01-09,349,,339,51,348,42,339,1,87,0,0,0
Shahdara North,224,07030424801,PANCHSHEEL GARDEN (CO-ED)-1152081,PAWAN KHEDA,,261,262,2025-01-09,237,,227,34,236,25,222,7,87,0,0,0
Shahdara North,224,07030424803,NAVEEN SHAHDARA (CO-ED)-1152183,PAWAN KHEDA,,244,244,,243,,216,28,216,28,216,7,56,0,0,0
Shahdara North,225,07030424804,NAI BASTI SEELAMPUR (GIRLS)-1152118,DHRUV SHAH,,405,409,2025-10-09,337,,369,36,382,23,369,7,101,0,0,0
Shahdara North,224,07030424805,SUBHASH PARK (BOYS)-1152083,PAWAN KHEDA,,316,318,,309,,309,7,312,4,309,2,65,0,0,0
Shahdara North,224,07030424806,SUBHASH PARK (GIRLS)-1152082,PAWAN KHEDA,,506,506,,468,,496,10,500,6,496,11,140,0,0,0
Shahdara North,224,07030424807,SEELAMPUR PHASE-III HINDI (BOYS)-1152080,PAWAN KHEDA,,303,303,2025-01-09,277,,288,15,291,12,288,9,82,0,0,0
Shahdara North,224,07030424808,SEELAMPUR PHASE-III HINDI (GIRLS)-1152079,PAWAN KHEDA,,446,447,2025-10-09,430,,414,32,438,8,414,5,141,0,0,0
